study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	sample_title
PRJEB4337	SAMEA2154529	ERS327002	ERX288600	ERR315404	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315404/ERR315404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315404/ERR315404_2.fastq.gz	bonemarrow_6b
PRJEB4337	SAMEA2155751	ERS326970	ERX288616	ERR315405	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315405/ERR315405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315405/ERR315405_2.fastq.gz	spleen_3b
PRJEB4337	SAMEA2154529	ERS327002	ERX288576	ERR315406	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315406/ERR315406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315406/ERR315406_2.fastq.gz	bonemarrow_6b
PRJEB4337	SAMEA2153427	ERS327003	ERX288577	ERR315407	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315407/ERR315407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315407/ERR315407_2.fastq.gz	prostate_4b
PRJEB4337	SAMEA2153932	ERS326971	ERX288523	ERR315408	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315408/ERR315408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315408/ERR315408_2.fastq.gz	smallintestine_4b
PRJEB4337	SAMEA2161836	ERS326945	ERX288487	ERR315409	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315409/ERR315409_2.fastq.gz	smallintestine_4d
PRJEB4337	SAMEA2162946	ERS326964	ERX288513	ERR315410	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315410/ERR315410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315410/ERR315410_2.fastq.gz	prostate_a
PRJEB4337	SAMEA2147975	ERS326969	ERX288566	ERR315411	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315411/ERR315411_2.fastq.gz	esophagus_5b
PRJEB4337	SAMEA2159931	ERS327012	ERX288602	ERR315412	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315412/ERR315412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315412/ERR315412_2.fastq.gz	thyroid_5b
PRJEB4337	SAMEA2151741	ERS326973	ERX288585	ERR315413	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315413/ERR315413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315413/ERR315413_2.fastq.gz	heart_5b
PRJEB4337	SAMEA2155590	ERS326962	ERX288509	ERR315414	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315414/ERR315414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315414/ERR315414_2.fastq.gz	liver_d
PRJEB4337	SAMEA2148874	ERS327016	ERX288608	ERR315415	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315415/ERR315415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315415/ERR315415_2.fastq.gz	testis_7e
PRJEB4337	SAMEA2155751	ERS326970	ERX288522	ERR315416	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315416/ERR315416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315416/ERR315416_2.fastq.gz	spleen_3b
PRJEB4337	SAMEA2162841	ERS326985	ERX288547	ERR315417	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315417/ERR315417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315417/ERR315417_2.fastq.gz	adrenal_4d
PRJEB4337	SAMEA2150585	ERS326959	ERX288504	ERR315418	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315418/ERR315418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315418/ERR315418_2.fastq.gz	salivarygland_6c
PRJEB4337	SAMEA2152474	ERS326961	ERX288507	ERR315419	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315419/ERR315419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315419/ERR315419_2.fastq.gz	smallintestine_4a
PRJEB4337	SAMEA1968832	ERS326951	ERX288495	ERR315420	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315420/ERR315420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315420/ERR315420_2.fastq.gz	salivarygland_6b
PRJEB4337	SAMEA2161920	ERS326997	ERX288567	ERR315421	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315421/ERR315421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315421/ERR315421_2.fastq.gz	urinarybladder_5b
PRJEB4337	SAMEA2145313	ERS327005	ERX288582	ERR315422	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315422/ERR315422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315422/ERR315422_2.fastq.gz	thyroid_5a
PRJEB4337	SAMEA2161836	ERS326945	ERX288626	ERR315423	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315423/ERR315423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315423/ERR315423_2.fastq.gz	smallintestine_4d
PRJEB4337	SAMEA2155770	ERS326948	ERX288620	ERR315424	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315424/ERR315424_1.fastq.gz;ftp.sra.ebi.ac.uk/_vol1/fastq/ERR315/ERR315424/ERR315424_2.fastq.gz	lung_4a
PRJEB4337	SAMEA2162823	ERS326967	ERX288530	ERR315425	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315425/ERR315425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315425/ERR315425_2.fastq.gz	bonemarrow_5a
PRJEB4337	SAMEA2155628	ERS326941	ERX288483	ERR315426	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315426/ERR315426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315426/ERR315426_2.fastq.gz	lymphnode_5b
PRJEB4337	SAMEA2146982	ERS326940	ERX288482	ERR315427	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315427/ERR315427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315427/ERR315427_2.fastq.gz	gallbladder_5c
PRJEB4337	SAMEA2144120	ERS326966	ERX288515	ERR315428	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315428/ERR315428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315428/ERR315428_2.fastq.gz	thyroid_5c
PRJEB4337	SAMEA2153347	ERS327013	ERX288604	ERR315429	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315429/ERR315429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315429/ERR315429_2.fastq.gz	pancreas_6b
PRJEB4337	SAMEA2155550	ERS327004	ERX288579	ERR315430	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315430/ERR315430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315430/ERR315430_2.fastq.gz	heart_6a
PRJEB4337	SAMEA2153980	ERS326953	ERX288508	ERR315431	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315431/ERR315431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315431/ERR315431_2.fastq.gz	fat_x1
PRJEB4337	SAMEA2154665	ERS327024	ERX288639	ERR315432	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315432/ERR315432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315432/ERR315432_2.fastq.gz	brain_a
PRJEB4337	SAMEA2155974	ERS326937	ERX288479	ERR315433	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315433/ERR315433_2.fastq.gz	endometrium_4b
PRJEB4337	SAMEA2158800	ERS326935	ERX288477	ERR315434	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315434/ERR315434_2.fastq.gz	esophagus_5a
PRJEB4337	SAMEA2154361	ERS326979	ERX288601	ERR315435	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315435/ERR315435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315435/ERR315435_2.fastq.gz	heart_5a
PRJEB4337	SAMEA2153347	ERS327013	ERX288633	ERR315436	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315436/ERR315436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315436/ERR315436_2.fastq.gz	pancreas_6b
PRJEB4337	SAMEA1966682	ERS326938	ERX288565	ERR315437	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315437/ERR315437_2.fastq.gz	appendix_4a
PRJEB4337	SAMEA1968189	ERS326986	ERX288619	ERR315438	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315438/ERR315438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315438/ERR315438_2.fastq.gz	endometrium_4a
PRJEB4337	SAMEA2142363	ERS327010	ERX288596	ERR315439	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315439/ERR315439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315439/ERR315439_2.fastq.gz	lung_4b
PRJEB4337	SAMEA1965299	ERS326995	ERX288560	ERR315440	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315440/ERR315440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315440/ERR315440_2.fastq.gz	lymphnode_5a
PRJEB4337	SAMEA1965299	ERS326995	ERX288632	ERR315441	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315441/ERR315441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315441/ERR315441_2.fastq.gz	lymphnode_5a
PRJEB4337	SAMEA2153946	ERS326976	ERX288532	ERR315442	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315442/ERR315442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315442/ERR315442_2.fastq.gz	duodenum_4c
PRJEB4337	SAMEA2159080	ERS327015	ERX288607	ERR315443	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315443/ERR315443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315443/ERR315443_2.fastq.gz	kidney_b
PRJEB4337	SAMEA2142363	ERS327010	ERX288640	ERR315444	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_2.fastq.gz	lung_4b
PRJEB4337	SAMEA2144835	ERS326992	ERX288555	ERR315445	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315445/ERR315445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315445/ERR315445_2.fastq.gz	duodenum_4b
PRJEB4337	SAMEA2151119	ERS326998	ERX288568	ERR315446	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315446/ERR315446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315446/ERR315446_2.fastq.gz	testis_7d
PRJEB4337	SAMEA2144335	ERS326975	ERX288557	ERR315447	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315447/ERR315447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315447/ERR315447_2.fastq.gz	urinarybladder_5c
PRJEB4337	SAMEA2146236	ERS327006	ERX288586	ERR315448	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315448/ERR315448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315448/ERR315448_2.fastq.gz	spleen_3d
PRJEB4337	SAMEA2150585	ERS326959	ERX288599	ERR315449	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315449/ERR315449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315449/ERR315449_2.fastq.gz	salivarygland_6c
PRJEB4337	SAMEA2145544	ERS326977	ERX288583	ERR315450	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315450/ERR315450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315450/ERR315450_2.fastq.gz	adrenal_4c
PRJEB4337	SAMEA2162895	ERS326991	ERX288588	ERR315451	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315451/ERR315451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315451/ERR315451_2.fastq.gz	liver_a
PRJEB4337	SAMEA2146411	ERS326954	ERX288529	ERR315452	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315452/ERR315452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315452/ERR315452_2.fastq.gz	adrenal_4a
PRJEB4337	SAMEA2144335	ERS326975	ERX288617	ERR315453	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315453/ERR315453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315453/ERR315453_2.fastq.gz	urinarybladder_5c
PRJEB4337	SAMEA2151358	ERS327008	ERX288598	ERR315454	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315454/ERR315454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315454/ERR315454_2.fastq.gz	appendix_4c
PRJEB4337	SAMEA2145743	ERS326996	ERX288561	ERR315455	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315455/ERR315455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315455/ERR315455_2.fastq.gz	brain_3c
PRJEB4337	SAMEA2161674	ERS327017	ERX288610	ERR315456	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315456/ERR315456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315456/ERR315456_2.fastq.gz	testis_7b
PRJEB4337	SAMEA2153946	ERS326976	ERX288590	ERR315457	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315457/ERR315457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315457/ERR315457_2.fastq.gz	duodenum_4c
PRJEB4337	SAMEA2155371	ERS326946	ERX288493	ERR315458	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315458/ERR315458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315458/ERR315458_2.fastq.gz	ovary_6b
PRJEB4337	SAMEA1968832	ERS326951	ERX288534	ERR315459	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315459/ERR315459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315459/ERR315459_2.fastq.gz	salivarygland_6b
PRJEB4337	SAMEA2163623	ERS326943	ERX288485	ERR315460	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315460/ERR315460_2.fastq.gz	skin_5f
PRJEB4337	SAMEA2144835	ERS326992	ERX288636	ERR315461	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315461/ERR315461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315461/ERR315461_2.fastq.gz	duodenum_4b
PRJEB4337	SAMEA2152568	ERS326978	ERX288535	ERR315462	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315462/ERR315462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315462/ERR315462_2.fastq.gz	colon_f
PRJEB4337	SAMEA2162895	ERS326991	ERX288554	ERR315463	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315463/ERR315463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315463/ERR315463_2.fastq.gz	liver_a
PRJEB4337	SAMEA2147596	ERS327007	ERX288593	ERR315464	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315464/ERR315464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315464/ERR315464_2.fastq.gz	skin_5e
PRJEB4337	SAMEA1966682	ERS326938	ERX288480	ERR315465	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315465/ERR315465_2.fastq.gz	appendix_4a
PRJEB4337	SAMEA2151405	ERS326982	ERX288542	ERR315466	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315466/ERR315466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315466/ERR315466_2.fastq.gz	pancreas_6a
PRJEB4337	SAMEA2157511	ERS327000	ERX288572	ERR315467	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315467/ERR315467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315467/ERR315467_2.fastq.gz	stomach_a
PRJEB4337	SAMEA2145774	ERS326934	ERX288476	ERR315468	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315468/ERR315468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315468/ERR315468_2.fastq.gz	kidney_c
PRJEB4337	SAMEA2162823	ERS326967	ERX288517	ERR315469	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315469/ERR315469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315469/ERR315469_2.fastq.gz	bonemarrow_5a
PRJEB4337	SAMEA2159912	ERS326965	ERX288642	ERR315470	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315470/ERR315470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315470/ERR315470_2.fastq.gz	gallbladder_5a
PRJEB4337	SAMEA2152719	ERS326955	ERX288499	ERR315471	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315471/ERR315471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315471/ERR315471_2.fastq.gz	lymphnode_5c
PRJEB4337	SAMEA2156670	ERS326944	ERX288486	ERR315472	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315472/ERR315472_2.fastq.gz	esophagus_5c
PRJEB4337	SAMEA2159764	ERS326983	ERX288543	ERR315473	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315473/ERR315473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315473/ERR315473_2.fastq.gz	spleen_3c
PRJEB4337	SAMEA2159912	ERS326965	ERX288537	ERR315474	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315474/ERR315474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315474/ERR315474_2.fastq.gz	gallbladder_5a
PRJEB4337	SAMEA2155628	ERS326941	ERX288519	ERR315475	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315475/ERR315475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315475/ERR315475_2.fastq.gz	lymphnode_5b
PRJEB4337	SAMEA2149398	ERS326968	ERX288518	ERR315476	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315476/ERR315476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315476/ERR315476_2.fastq.gz	placenta_6b
PRJEB4337	SAMEA2157437	ERS327019	ERX288614	ERR315477	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315477/ERR315477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315477/ERR315477_2.fastq.gz	brain_3b
PRJEB4337	SAMEA2149398	ERS326968	ERX288539	ERR315478	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315478/ERR315478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315478/ERR315478_2.fastq.gz	placenta_6b
PRJEB4337	SAMEA2151405	ERS326982	ERX288592	ERR315479	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315479/ERR315479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315479/ERR315479_2.fastq.gz	pancreas_6a
PRJEB4337	SAMEA2163459	ERS326988	ERX288550	ERR315480	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315480/ERR315480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315480/ERR315480_2.fastq.gz	gallbladder_5b
PRJEB4337	SAMEA2151358	ERS327008	ERX288591	ERR315481	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315481/ERR315481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315481/ERR315481_2.fastq.gz	appendix_4c
PRJEB4337	SAMEA2145245	ERS326980	ERX288538	ERR315482	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315482/ERR315482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315482/ERR315482_2.fastq.gz	ovary_6a
